anomaly_id,entity_type,entity_id,anomaly_type,module,severity,start_ts,end_ts,projected_impact_inr,realized_impact_inr,formula_name,formula_inputs_json,root_cause,recommended_action,required_team_type,required_role,expected_approver_role
A-373,work_item,373,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-26T12:38:00+05:30,2026-03-26T14:54:00+05:30,573.88,147.62,driver_shortage_loss,"{""delay_minutes"": 10, ""basket_value_inr"": 352.01, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-391,work_item,391,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:15:00+05:30,,789.23,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 492.99, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-393,work_item,393,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:06:00+05:30,,1250.12,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 801.59, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-395,work_item,395,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-20T12:22:00+05:30,2026-03-20T16:33:00+05:30,492.46,153.22,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 370.13, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-403,work_item,403,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-25T12:29:00+05:30,2026-03-25T15:37:00+05:30,685.85,194.92,driver_shortage_loss,"{""delay_minutes"": 8, ""basket_value_inr"": 471.02, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-407,work_item,407,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-21T12:39:00+05:30,2026-03-21T17:01:00+05:30,453.12,131.04,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 340.66, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-410,work_item,410,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:00:00+05:30,,803.76,,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 527.38, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-415,work_item,415,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:16:00+05:30,,416.1,,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 458.21, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-431,work_item,431,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-26T12:32:00+05:30,2026-03-26T15:01:00+05:30,555.72,231.79,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 423.55, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-432,work_item,432,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-16T12:17:00+05:30,2026-03-16T15:25:00+05:30,370.56,151.05,driver_shortage_loss,"{""delay_minutes"": 10, ""basket_value_inr"": 347.17, ""cancelled"": true, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-435,work_item,435,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-24T12:25:00+05:30,2026-03-24T15:14:00+05:30,672.6,393.09,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 433.32, ""cancelled"": true, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-438,work_item,438,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:41:00+05:30,,539.39,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 371.42, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-441,work_item,441,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:43:00+05:30,,722.11,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 874.92, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-442,work_item,442,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-17T12:28:00+05:30,2026-03-17T14:04:00+05:30,742.55,296.16,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 445.84, ""cancelled"": true, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-445,work_item,445,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-17T12:04:00+05:30,2026-03-17T15:33:00+05:30,1081.61,531.46,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 652.45, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-460,work_item,460,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:27:00+05:30,,706.64,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 431.13, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-468,work_item,468,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-15T12:45:00+05:30,2026-03-15T14:02:00+05:30,740.99,257.46,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 591.11, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-471,work_item,471,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:28:00+05:30,,652.97,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 406.67, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-472,work_item,472,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:10:00+05:30,2026-03-28T15:17:00+05:30,159.79,51.85,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 189.45, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-476,work_item,476,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:29:00+05:30,,493.32,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 429.49, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-478,work_item,478,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:41:00+05:30,,1138.55,,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 769.81, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-482,work_item,482,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-17T12:40:00+05:30,2026-03-17T14:26:00+05:30,758.2,286.3,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 600.37, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-484,work_item,484,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-15T12:22:00+05:30,2026-03-15T14:36:00+05:30,1326.62,517.12,driver_shortage_loss,"{""delay_minutes"": 10, ""basket_value_inr"": 1001.72, ""cancelled"": true, ""reason"": ""inventory_substitution""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-495,work_item,495,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:42:00+05:30,,578.24,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 349.42, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-497,work_item,497,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-22T12:45:00+05:30,2026-03-22T15:00:00+05:30,117.41,30.74,driver_shortage_loss,"{""delay_minutes"": 10, ""basket_value_inr"": 131.33, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-499,work_item,499,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:00:00+05:30,,538.06,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 341.35, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-516,work_item,516,driver_shortage_peak_window,SLA Sentinel,high,2026-03-21T12:38:00+05:30,2026-03-21T17:38:00+05:30,113.04,53.76,driver_shortage_loss,"{""delay_minutes"": 25, ""basket_value_inr"": 90, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-523,work_item,523,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-23T12:04:00+05:30,2026-03-23T14:40:00+05:30,360.66,186.43,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 362.99, ""cancelled"": true, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-530,work_item,530,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-23T12:14:00+05:30,2026-03-23T14:22:00+05:30,468.37,115.55,driver_shortage_loss,"{""delay_minutes"": 10, ""basket_value_inr"": 326.54, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-533,work_item,533,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-15T12:29:00+05:30,2026-03-15T14:13:00+05:30,422.41,257.59,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 303.21, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-540,work_item,540,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-27T12:02:00+05:30,2026-03-27T15:13:00+05:30,334.76,94.05,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 225.38, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-547,work_item,547,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-15T12:27:00+05:30,2026-03-15T14:31:00+05:30,739.82,331.45,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 530.38, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-552,work_item,552,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:17:00+05:30,,331.56,,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 409.82, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-570,work_item,570,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:17:00+05:30,,725.99,,driver_shortage_loss,"{""delay_minutes"": 16, ""basket_value_inr"": 775.74, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-571,work_item,571,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:28:00+05:30,,1201.15,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 830.69, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-575,work_item,575,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:34:00+05:30,,391.18,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 457.55, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-578,work_item,578,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:03:00+05:30,,162.5,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 131.76, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-581,work_item,581,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:00:00+05:30,,1147.6,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 1005.6, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-591,work_item,591,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-19T12:05:00+05:30,2026-03-19T13:23:00+05:30,1262.05,714.93,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 1494.65, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-599,work_item,599,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:31:00+05:30,,106.38,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 93.04, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-602,work_item,602,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:21:00+05:30,,484.46,,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 570.32, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-605,work_item,605,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:34:00+05:30,,803.47,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 771.38, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-606,work_item,606,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:42:00+05:30,2026-03-28T15:22:00+05:30,1747.32,702.57,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 1281.61, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-615,work_item,615,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-19T12:04:00+05:30,2026-03-19T14:24:00+05:30,459.35,195.89,driver_shortage_loss,"{""delay_minutes"": 18, ""basket_value_inr"": 492.07, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-621,work_item,621,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-21T12:11:00+05:30,2026-03-21T14:03:00+05:30,555.56,275.36,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 469.23, ""cancelled"": true, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-630,work_item,630,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-18T12:18:00+05:30,2026-03-18T16:20:00+05:30,1247.35,616.46,driver_shortage_loss,"{""delay_minutes"": 8, ""basket_value_inr"": 893.34, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-635,work_item,635,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:28:00+05:30,,785.58,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 692.5, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-638,work_item,638,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:30:00+05:30,,816.86,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 682.49, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-641,work_item,641,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-20T12:37:00+05:30,2026-03-20T14:34:00+05:30,1012.16,249.57,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 660.53, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-646,work_item,646,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-24T12:41:00+05:30,2026-03-24T13:54:00+05:30,165.17,79.83,driver_shortage_loss,"{""delay_minutes"": 14, ""basket_value_inr"": 122.2, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-653,work_item,653,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-25T12:37:00+05:30,2026-03-25T14:29:00+05:30,1254.42,553.52,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 958.9, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-654,work_item,654,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-28T12:07:00+05:30,,323.47,,driver_shortage_loss,"{""delay_minutes"": 10, ""basket_value_inr"": 392.37, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-662,work_item,662,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:25:00+05:30,,880.26,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 935.3, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-666,work_item,666,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-21T12:36:00+05:30,2026-03-21T16:11:00+05:30,959.6,335.99,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 916.46, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-670,work_item,670,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-22T12:00:00+05:30,2026-03-22T15:08:00+05:30,617.17,310.88,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 731.29, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-673,work_item,673,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:26:00+05:30,,1150.62,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 1006.08, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-674,work_item,674,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:20:00+05:30,,470.06,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 355.25, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-678,work_item,678,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:06:00+05:30,,483.54,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 409.93, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-680,work_item,680,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:10:00+05:30,,1047.7,,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 1259.32, ""cancelled"": false, ""reason"": ""store_backlog""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-683,work_item,683,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:34:00+05:30,,446.52,,driver_shortage_loss,"{""delay_minutes"": 16, ""basket_value_inr"": 558.54, ""cancelled"": false, ""reason"": ""rider_shortage""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-684,work_item,684,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-26T12:07:00+05:30,2026-03-26T15:59:00+05:30,359.78,127.85,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 322.01, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-686,work_item,686,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-23T12:38:00+05:30,2026-03-23T15:04:00+05:30,583.84,337.15,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 492.54, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-687,work_item,687,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:03:00+05:30,,526.99,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 317.89, ""cancelled"": false, ""reason"": ""rain""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-688,work_item,688,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-22T12:09:00+05:30,2026-03-22T14:29:00+05:30,752.86,251.99,driver_shortage_loss,"{""delay_minutes"": 15, ""basket_value_inr"": 519.12, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-690,work_item,690,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:33:00+05:30,,315.83,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 379.43, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-695,work_item,695,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-16T12:34:00+05:30,2026-03-16T15:23:00+05:30,473.44,185.92,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 306.24, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-703,work_item,703,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-15T12:39:00+05:30,2026-03-15T14:31:00+05:30,393.11,183.94,driver_shortage_loss,"{""delay_minutes"": 12, ""basket_value_inr"": 278.02, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-709,work_item,709,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:23:00+05:30,,370.8,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 303.47, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-717,work_item,717,driver_shortage_peak_window,SLA Sentinel,high,2026-03-27T12:01:00+05:30,,723.37,,driver_shortage_loss,"{""delay_minutes"": 11, ""basket_value_inr"": 677.09, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-724,work_item,724,driver_shortage_peak_window,SLA Sentinel,high,2026-03-28T12:03:00+05:30,,1146.16,,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 690.49, ""cancelled"": false, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-727,work_item,727,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-19T12:01:00+05:30,2026-03-19T13:44:00+05:30,739.75,266.87,driver_shortage_loss,"{""delay_minutes"": 17, ""basket_value_inr"": 572.7, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-733,work_item,733,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-15T12:27:00+05:30,2026-03-15T16:10:00+05:30,546.41,152.44,driver_shortage_loss,"{""delay_minutes"": 13, ""basket_value_inr"": 455.52, ""cancelled"": true, ""reason"": ""delivery_delay""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
A-735,work_item,735,driver_shortage_peak_window,SLA Sentinel,critical,2026-03-19T12:18:00+05:30,2026-03-19T14:59:00+05:30,141.72,83.46,driver_shortage_loss,"{""delay_minutes"": 9, ""basket_value_inr"": 90, ""cancelled"": true, ""reason"": ""traffic""}",Driver capacity fell short during a peak or disrupted delivery window.,reroute_fleet_capacity,fleet_ops,fleet_manager,city_ops_manager
